Quilimane	Quelimane	http://fr.dbpedia.org/resource/Quelimane
Quelimane	Quelimane	http://fr.dbpedia.org/resource/Quelimane
Communauté De Communes Du Pays De Quintin	Quintin Communauté	http://fr.dbpedia.org/resource/Quintin_Communauté
Quintin Communauté	Quintin Communauté	http://fr.dbpedia.org/resource/Quintin_Communauté
Communauté de communes du pays de quintin	Quintin Communauté	http://fr.dbpedia.org/resource/Quintin_Communauté
Quai de l’Horloge	Quai de l'Horloge	http://fr.dbpedia.org/resource/Quai_de_l'Horloge
Quai de l'Horloge	Quai de l'Horloge	http://fr.dbpedia.org/resource/Quai_de_l'Horloge
Quai de l'horloge (paris)	Quai de l'Horloge	http://fr.dbpedia.org/resource/Quai_de_l'Horloge
Communauté de communes du Pays de Quintin	Quintin Communauté	http://fr.dbpedia.org/resource/Quintin_Communauté
Quai de l'Horloge (Paris)	Quai de l'Horloge	http://fr.dbpedia.org/resource/Quai_de_l'Horloge
Communaute de communes du Pays de Quintin	Quintin Communauté	http://fr.dbpedia.org/resource/Quintin_Communauté
Qeshm (ville)	Qeshm (ville)	http://fr.dbpedia.org/resource/Qeshm_(ville)
Queimados	Queimados	http://fr.dbpedia.org/resource/Queimados
Quirnheim	Quirnheim	http://fr.dbpedia.org/resource/Quirnheim
Rivière Qu'Appelle	Qu'Appelle (rivière)	http://fr.dbpedia.org/resource/Qu'Appelle_(rivière)
Qu'Appelle (rivière)	Qu'Appelle (rivière)	http://fr.dbpedia.org/resource/Qu'Appelle_(rivière)
Qiantang	Qiantang	http://fr.dbpedia.org/resource/Qiantang
Quarteira	Quarteira	http://fr.dbpedia.org/resource/Quarteira
Qurghonteppa	Qurghonteppa	http://fr.dbpedia.org/resource/Qurghonteppa
Quai de Grenelle (Paris)	Quai de Grenelle (Paris)	http://fr.dbpedia.org/resource/Quai_de_Grenelle_(Paris)
Cuatretondeta	Quatretondeta	http://fr.dbpedia.org/resource/Quatretondeta
Quatretondeta	Quatretondeta	http://fr.dbpedia.org/resource/Quatretondeta
Quitzdorf	Quitzdorf am See	http://fr.dbpedia.org/resource/Quitzdorf_am_See
Quitzdorf am See	Quitzdorf am See	http://fr.dbpedia.org/resource/Quitzdorf_am_See
Quebec Skating Rink	Quebec Skating Rink	http://fr.dbpedia.org/resource/Quebec_Skating_Rink
Queen's Park (métro de Londres)	Queen's Park (métro de Londres)	http://fr.dbpedia.org/resource/Queen's_Park_(métro_de_Londres)
Quintana de la Serena (Badajoz)	Quintana de la Serena (Badajoz)	http://fr.dbpedia.org/resource/Quintana_de_la_Serena_(Badajoz)
Quercy blanc	Quercy Blanc	http://fr.dbpedia.org/resource/Quercy_Blanc
Quercy Blanc	Quercy Blanc	http://fr.dbpedia.org/resource/Quercy_Blanc
Vallées du Quercy Blanc	Quercy Blanc	http://fr.dbpedia.org/resource/Quercy_Blanc
Vallées du quercy blanc	Quercy Blanc	http://fr.dbpedia.org/resource/Quercy_Blanc
Quincy (Floride)	Quincy (Floride)	http://fr.dbpedia.org/resource/Quincy_(Floride)
Quitman (Mississippi)	Quitman (Mississippi)	http://fr.dbpedia.org/resource/Quitman_(Mississippi)
Qizil-Uzun	Qizil-Uzun	http://fr.dbpedia.org/resource/Qizil-Uzun
Quai François-Mitterrand (Paris)	Quai François-Mitterrand (Paris)	http://fr.dbpedia.org/resource/Quai_François-Mitterrand_(Paris)
Quart (Espagne)	Quart (Espagne)	http://fr.dbpedia.org/resource/Quart_(Espagne)
Quiddelbach	Quiddelbach	http://fr.dbpedia.org/resource/Quiddelbach
Quinault River	Quinault River	http://fr.dbpedia.org/resource/Quinault_River
Quinto (Aragon)	Quinto (Aragon)	http://fr.dbpedia.org/resource/Quinto_(Aragon)
Quargnasca	Quargnasca	http://fr.dbpedia.org/resource/Quargnasca
Quartier Magon	Quartier Magon	http://fr.dbpedia.org/resource/Quartier_Magon
Ghazangyol Leer	Qazangöldağ	http://fr.dbpedia.org/resource/Qazangöldağ
Qazangöldağ	Qazangöldağ	http://fr.dbpedia.org/resource/Qazangöldağ
Gazanaler	Qazangöldağ	http://fr.dbpedia.org/resource/Qazangöldağ
Gora Gazangëldag	Qazangöldağ	http://fr.dbpedia.org/resource/Qazangöldağ
Quartier des Etangs	Quartier des étangs	http://fr.dbpedia.org/resource/Quartier_des_étangs
Quartier des étangs	Quartier des étangs	http://fr.dbpedia.org/resource/Quartier_des_étangs
Quantum on the Bay	Quantum on the Bay	http://fr.dbpedia.org/resource/Quantum_on_the_Bay
Qasr Abou Hadi	Qasr Abou Hadi	http://fr.dbpedia.org/resource/Qasr_Abou_Hadi
Queidersbach	Queidersbach	http://fr.dbpedia.org/resource/Queidersbach
Quéntar	Quéntar	http://fr.dbpedia.org/resource/Quéntar
Quartier du Meir	Quartier du Meir	http://fr.dbpedia.org/resource/Quartier_du_Meir
Qaem Shahr	Qaem Shahr	http://fr.dbpedia.org/resource/Qaem_Shahr
Qasr Azraq	Qasr Azraq	http://fr.dbpedia.org/resource/Qasr_Azraq
Qishn	Qishn	http://fr.dbpedia.org/resource/Qishn
Quartier Drouot	Quartier Drouot	http://fr.dbpedia.org/resource/Quartier_Drouot
Qoussair	Qousseir	http://fr.dbpedia.org/resource/Qousseir
Qousseir	Qousseir	http://fr.dbpedia.org/resource/Qousseir
Al-Qusayr	Qousseir	http://fr.dbpedia.org/resource/Qousseir
QAG	Queensland Art Gallery	http://fr.dbpedia.org/resource/Queensland_Art_Gallery
Queensland Art Gallery	Queensland Art Gallery	http://fr.dbpedia.org/resource/Queensland_Art_Gallery
Queensland Gallery of Modern Art	Queensland Gallery of Modern Art	http://fr.dbpedia.org/resource/Queensland_Gallery_of_Modern_Art
Querência do Norte	Querência do Norte	http://fr.dbpedia.org/resource/Querência_do_Norte
Karisiacum	Quierzy	http://fr.dbpedia.org/resource/Quierzy
Quierzy	Quierzy	http://fr.dbpedia.org/resource/Quierzy
Carisiacum	Quierzy	http://fr.dbpedia.org/resource/Quierzy
Quierzy-sur-Oise	Quierzy	http://fr.dbpedia.org/resource/Quierzy
Cariciacum	Quierzy	http://fr.dbpedia.org/resource/Quierzy
Charisagum	Quierzy	http://fr.dbpedia.org/resource/Quierzy
Quiersy	Quierzy	http://fr.dbpedia.org/resource/Quierzy
Quillebeuf-sur-seine	Quillebeuf-sur-Seine	http://fr.dbpedia.org/resource/Quillebeuf-sur-Seine
Quillebeuf-sur-Seine	Quillebeuf-sur-Seine	http://fr.dbpedia.org/resource/Quillebeuf-sur-Seine
Quillebeuf	Quillebeuf-sur-Seine	http://fr.dbpedia.org/resource/Quillebeuf-sur-Seine
Fonsegrives	Quint-Fonsegrives	http://fr.dbpedia.org/resource/Quint-Fonsegrives
Quint-Fonsegrives	Quint-Fonsegrives	http://fr.dbpedia.org/resource/Quint-Fonsegrives
Quint (Haute-Garonne)	Quint-Fonsegrives	http://fr.dbpedia.org/resource/Quint-Fonsegrives
Quint-fonsegrives	Quint-Fonsegrives	http://fr.dbpedia.org/resource/Quint-Fonsegrives
Quezac (Lozere)	Quézac (Lozère)	http://fr.dbpedia.org/resource/Quézac_(Lozère)
Quézac (Lozère)	Quézac (Lozère)	http://fr.dbpedia.org/resource/Quézac_(Lozère)
Quenne	Quenne	http://fr.dbpedia.org/resource/Quenne
Quercy	Quercy	http://fr.dbpedia.org/resource/Quercy
Quadrazais	Quadrazais	http://fr.dbpedia.org/resource/Quadrazais
Quiers-sur-bézonde	Quiers-sur-Bézonde	http://fr.dbpedia.org/resource/Quiers-sur-Bézonde
Quiers-sur-Bézonde	Quiers-sur-Bézonde	http://fr.dbpedia.org/resource/Quiers-sur-Bézonde
Quiers-sur-Bezonde	Quiers-sur-Bézonde	http://fr.dbpedia.org/resource/Quiers-sur-Bézonde
Qi (Etat)	Qi (État)	http://fr.dbpedia.org/resource/Qi_(État)
Qi (État)	Qi (État)	http://fr.dbpedia.org/resource/Qi_(État)
État de Qi	Qi (État)	http://fr.dbpedia.org/resource/Qi_(État)
Duché de Qi	Qi (État)	http://fr.dbpedia.org/resource/Qi_(État)
Qi (état)	Qi (État)	http://fr.dbpedia.org/resource/Qi_(État)
Quarante (Herault)	Quarante (Hérault)	http://fr.dbpedia.org/resource/Quarante_(Hérault)
Quarante (Hérault)	Quarante (Hérault)	http://fr.dbpedia.org/resource/Quarante_(Hérault)
Quemper-Guezennec	Quemper-Guézennec	http://fr.dbpedia.org/resource/Quemper-Guézennec
Quemper-Guézennec	Quemper-Guézennec	http://fr.dbpedia.org/resource/Quemper-Guézennec
Quemper-guézennec	Quemper-Guézennec	http://fr.dbpedia.org/resource/Quemper-Guézennec
Quet-en-beaumont	Quet-en-Beaumont	http://fr.dbpedia.org/resource/Quet-en-Beaumont
Quet-en-Beaumont	Quet-en-Beaumont	http://fr.dbpedia.org/resource/Quet-en-Beaumont
Quintal (haute-savoie)	Quintal (Haute-Savoie)	http://fr.dbpedia.org/resource/Quintal_(Haute-Savoie)
Quintal (Haute-Savoie)	Quintal (Haute-Savoie)	http://fr.dbpedia.org/resource/Quintal_(Haute-Savoie)
Quintal (Haute-savoie)	Quintal (Haute-Savoie)	http://fr.dbpedia.org/resource/Quintal_(Haute-Savoie)
Quievrain	Quiévrain	http://fr.dbpedia.org/resource/Quiévrain
Quiévrain	Quiévrain	http://fr.dbpedia.org/resource/Quiévrain
